asn	country	institution
38448	TH	ASIAPLUS-CSLOXINFO-AS-TH-AP ASIA PLUS SECURITIES PUBLIC COMPANY LIMITED
38450	TH	EGOV-AS-TH Ministry of Infomation Communication Technology
38451	NZ	SMX-AS-NZ SMX Ltd
38452	HK	LEO-HK-AS-AP Leo Paper Group Manufacturing Limited
38454	MN	GMOBILE-MN-AS-AP G-Mobile Corporation
38455	AU	IPC-NETWORK-SERVICES-AS-AP IPC Network Services
38456	AU	SPEEDCAST-AU SPEEDCAST AUSTRALIA PTY LIMITED
38457	IN	HNS-AS-AP Honesty Net Solution (I) Pvt Ltd
38458	AU	MLA-AS-AU-AP Meat and Livestock Australia Ltd
38460	PH	IPEGAMES-AS-PH IP-EGAMES PHILIPPINES
38461	IN	CAPGEMINI-MUMBAI-AS Capgemini India Pvt Ltd
38462	JP	OCE-AS-AP Osaki Computer Engineering Co.Ltd
38463	PH	AZCOM-AS-AP AZ Communications Network, Inc.
38465	AU	ANGLICANCHURCH-AS-AU ANGLICAN CHURCH COMMUNITY
38466	MY	UMOBILE-AS-AP U Mobile Sdn Bhd
38467	PH	DBAMOYLAN-TRANSIT-AS-AP DBA Moylan
38468	IN	YESBANK-IN ASN for YESBANK
38469	HK	PUREBLUE-AS-AP Pure Blue HK NOC
38470	AU	DIBP-AS-AP DIBP
38471	PH	BCNET-AS-AP BC Net Inc.
38472	AU	UCMS-AS-AP UCMS
38473	NZ	AGRESEARCH-AS Agricultural Research CRI, New Zealand
38474	AU	ANTARCTIC-DIVISION-AS-AU Australian Antarctic Division Federal Government Administration and Scientific Research into Antarctica and the Southern Ocean
38475	HK	CCBASIA-ISG-HK-AP China Construction Bank (Asia) Corporation Limited
38476	IN	GATI-AS-IN GATI
38477	NZ	SOLARIX-NZ Solarix Networks Limited
38478	HK	SUNNYVISION-AS-AP SunnyVision Limited
38479	NZ	LANDCARE-AS-NZ Landcare Research
38480	AU	CSA-AS-AP Computer Systems Australia ASN
38481	SG	JPMORGAN-TRANSIT-AS-SG-AP JPMORGAN Singapore
38482	ID	BIZNET2-AS-ID Biznet ISP
38483	PH	RCGIT-ODC-AS-AP RCG INFORMATION TECHNOLOGY, AS CONTENT PROVIDER MANILA
38484	AU	VIRGIN-BROADBAND-AS-AP Virgin Broadband Australian
38485	NZ	GENI-SDP-AS-NZ SPark Digital Service Delivery Platform
38486	HK	MTRC-AS-HK-AP MTR Corporation Limited
38487	AU	BLUEPOWER-AS-AP Bluepower AS MSP Australia
38488	PK	TELECARD-PAKISTAN-AS-AP Telecard Limited
38489	SG	DBSVO-AS-AP DBS Vickers Securities Online (Singapore) PTE LTD
38490	ID	INDOSATM2-NAP-AS-AP INDOSAT Mega Media (Internet Network Provider) Pt
38491	PH	BSP-AS-AP Bangko Sentral ng Pilipinas, Manila, Philippines
38492	NZ	REANNZ-ENDACE-NZ-AP REANNZ Customer - Endace
38493	BD	ROYALGREENINCBD-TRANSIT-AS-AP Royal Green Online Ltd. Internet Service Provider, Dhaka
38494	ID	BBGISA-AS-ID-AP PT. Bakrie & Brothers, Tbk
38495	AU	TRANSPOWER-B-AS-AP Transpower New Zealand Ltd.
38496	ID	CNI-AS-ID PT Cyber Network Indonesia
38497	ID	SDI-AS-ID PT Sumber Data Indonesia
38498	ID	BIZNET-BII-AS-ID 203.31.164.0/23
38499	ID	ANTEL-AS-ID PT ANDOWA TELECOM
38500	ID	CROSSNET-AS-ID PT. Cross Network Indonesia
38501	ID	WAVENET-AS-ID PT Solusi Lintas Data
38502	ID	MDPNET-AS-ID PT. MULTI DATA PALEMBANG
38503	ID	INDOMAYA-AS-ID PT. Indomaya Wira Sejahtera
38504	ID	ALUCIONET-AS-ID PT ALUCIO NET
38505	ID	GMNUSANTARA-AS-ID PT Graha Multimedia Nusantara
38506	ID	PIKANET-AS-ID PT Pika Media Komunika
38507	ID	MITRATECHNET-AS-ID PT. Mitra Internet Tech
38508	ID	CBN-CARRIER-AS-ID PT. Cyberindo Aditama
38509	ID	MAXIMA-AS-ID PT. Maxima Data
38510	ID	DEPTAN-AS-ID KEMENTERIAN PERTANIAN REPUBLIK INDONESIA
38511	ID	TACHYON-AS-ID PT Remala Abadi
38512	ID	RIM-AS-ID MVNO
38513	ID	LINTASARTA-AS-ID PT Aplikanusa Lintasarta
38514	ID	IDNIC-AS-ID Indonesia Network Information Center
38515	ID	GRAHAMEDIA-NET-AS-ID GRAHAMEDIA INFORMASI, PT.
38516	ID	INFOKOMNAP-AS-ID Infokom Elektrindo, PT.
38517	ID	MAXMEDIA-AS-ID PT.Bangsawan Cyberindo
38518	ID	IDNIC-AS-ID Indonesia Network Information Center
38519	ID	SMARTFREN-AS-ID PT. Smartfren Telecom, Tbk
38520	ID	VISITNET-AS-ID Visindo Telematika Nusantara, PT
38521	ID	PISHON-AS-ID Pishon Wireless Teknologi, PT
38522	ID	TELINDONET-ID-AS Telindo Nusantara, PT
38523	ID	SISNET-ID PT. SRIWIJAYA INTERNET SERVICES
38524	ID	LAXONET-AS-ID Laxo Global Akses, PT
38525	ID	NETSOFT-AS-ID Netsoft, PT
38526	ID	IDNIC-PEMKOTYK-AS-ID Badan Teknologi Informasi Dan Telematika Sekretariat Daerah Kota Yogyakarta
38527	ID	MLINK-AS-ID JAWA POS NATIONAL NETWORK MEDIALINK, PT
38528	LA	LANIC-AS-AP Lao National Internet Committee
38529	IN	RELIANCE-RIL-AS-AP Reliance Industries Limited WAN Backbone Interface with ISPs in India
38531	HK	SULLCROM-HK Sullivan & Cromwell LLP, Hong Kong Site, International Law Firm.
38532	SG	USONYX-AS-AP USONYX PTE LTD
38533	NP	MITRANP-AS Mitra Network Private Limited
38534	AU	AWMLIMITED-AS-AP Australian Wealth Management
38536	IN	STPI-DEHRADUN Software Technology Parks of India
38538	IN	ORACLE-BANGALORE-AS-AP Oracle India Developement Centre.
38539	PH	COIPC-AS-AP C of IPC
38541	AU	DBROKENBAY-AU-AS-AP Catholic Diocese of Broken Bay AS
38543	TH	IBM-TH-AS-AP IBM THAILAND NETWORK
38544	AU	CRUCIALX-AS-AP Crucial Paradigm Pty Ltd
38545	SG	UNSW-ASIA-AS-AP University of NSW Asia
38546	IN	CONJOINIX-AS CONJOINIX TECHNOLOGIES PVT. LTD.
38547	PK	WITRIBE-AS-AP WITRIBE PAKISTAN LIMITED
38549	AU	VBRN-AS-AP Viewbank Rise Networks
38550	TH	TTGN-INTER-AS-AP TTGNINTERNATIONAL INTERNET GATEWAY, THAILAND
38551	AU	JPMORGAN-TRANSIT-AS-AU JPMORGAN Australia
38553	PH	DCTECHDVO-AS-AP Internet Service Provider and Data Center
38554	TH	ICL-TH-AS-AP ICL (THAILAND)
38555	BD	ITPARK Radiant ITPARK Broadband Project
38556	BD	MIRAE-BD-AP SK Networks (previously Mirae Co., Ltd.) Internet Service Provider,System Integrator,Telecommunication Solution Provider, Dhaka, Bangladesh
38557	IN	NTTDATA-GDS-IN NTT Data Global Delivery Services Limited
38559	AU	AIG-AUSTRALIA-AS-AP AIG Insurance Australia
38560	NZ	MERIDIANENERGY-NZ Meridian energy
38561	AU	DOM-AU-AP Domestic-ASN
38562	BD	IOLBD-AS Innovative Online Limited
38564	CN	NVIDIA-ASIA-IN-GW-AP NVIDIA Asia Internet Gateway
38565	NP	NCELL-AS-NP Ncell Pvt. Ltd.
38566	TH	NTTCT-AS-TH-AP NTTCTNET
38567	ID	REKIND-AS-ID-AP PT. Rekayasa Industri
38568	NZ	ISC-SUV1 Internet Systems Consortium, Auckland
38569	ID	LYNX-AS-ID-AP PT Lynx Mitra Asia
38570	AU	SUPERLOOP-AS-AP SUPERLOOP (AUSTRALIA) PTY LTD
38571	IN	SBS-ISP-AS Star Broadband Services
38572	AU	MATERHOSPITAL-AS-AP Mater Health Services Brisbane Limited
38573	IN	VIRTUSA-IN-AS Virtusa Global AS
38574	HK	LCSD-AS1-AP LCSD, HKSARG
38575	PH	ABS-CBN-MULTIMEDIA-PH ABS-CBN Multimedia
38577	PH	LEEKIE-EN LEEKIE-EN
38578	HK	KERRYLOGISTICS-HK-AS-AP Kerry Logistics
38580	HK	IDT-AP 520 Broad Street
38581	PH	SKY-LEXI-AS-AP SKY ARROW/LEXICON
38582	AU	CONNECTEAST-TRANSIT-AS-AP CONNECTEAST
38583	AU	ASEIT-AS-AP Andrew Sjoquist Enterprises Pty Ltd
38584	PK	CUBEXS-AS-AP CubeXS Pvt Ltd, Internet Service Provider Pakistan
38585	CN	CUTE-CERNET-AS-AP China University Internet Test Environment Project (CUTE)
38586	NZ	INTEGRALGROUP-AS-NZ Integral Technology Group
38587	CN	CERNET-IDC-AP CERNET Internet Data Center
38589	TH	NIDA-AS-AP Education Network
38590	NZ	GODZONE-AS-AP GodZone Internet Services
38591	HK	LQNET-HK-AS-AP Liquidnet Asia Limited
38592	BD	CTGONLINE-AS-AP Chittagong Online Limited AS38592 AP
38593	AU	FOSTERS-AS-AU Fosters Group Limited
38594	IN	INNODATA-NDA-AS-IN Innodata-ISOGEN, Inc
38595	AU	RDCPL-AS-AU RED DIRT COMMUNICATIONS PTY. LTD.
38596	IN	INNODATA-MDE-AS-PH Innodata-ISOGEN, Inc
38597	AU	BOSNET-AS-AP Office of the Board of Studies
38598	AU	ILLUMINATE-ANYCAST-AS Illuminate Internet Services Pty Ltd
38599	TH	RPS-AS-AP RPS Center Co. Ltd. 188/37 Ladphrao 101 Bangkok Thailand
38600	KH	SMART-AXIATA-KH SMART AXIATA Co., Ltd.
38601	TH	NOC-AS-AP Resaerch and Education Network
38603	HK	LCSD-AS2-AP LCSD, HKSARG
38605	NZ	RAKON-AS-NZ-AP Rakon, Auckland
38606	PH	OAKLEIGH-TRANSIT-AS-AP Oakleigh Capital Ltd, Service Provider, Philippines
38608	KH	CADCOMMS-AS-AP CADCOMMS Co. Ltd, 3G Network Provider, Cambodia
38609	PH	AMDATEX-PH-AS American Data Exchange Corporation Ltd.
38610	JP	APNIC-JP-RD APNIC R&D Centre
38611	AU	BENDIGOTELCO-AS-AP Bendigo Community Telco
38612	HK	STIXLITE-AS-HK STIXLITE Transit Provider Hong Kong
38614	BD	IDS-BD IDS Bangladesh. IP Transit provider. Dhaka, Bangladesh
38615	IN	SAFENET-IN Safenet Infotech Pvt. Ltd.
38616	PK	WORLDCALL-AS-KHI Worldcall Telecom Limited
38617	IN	NETMAGIC-AP Netmagic Datacenter Mumbai
38618	TH	NATIONGROUP-TH-AS NATION MULTIMEDIA GROUP. Multimedia company Thailand
38621	SG	LLNW-DEL Limelight Networks New Delhi
38622	AU	LLNW-AU Limelight Networks Australia
38623	KH	VIETTELCAMBODIA-AS-AP ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.
38624	NZ	PAYMARK-NZ-INTERNET-AP Paymark Limited
38625	IN	CJONLINE CJONLINE ISP India
38626	NZ	ESR-NATIONAL-AS-AP ESR
38627	JP	BAIDUJP Baidu, Inc.
38628	JP	WINK-NET HIMEJI CABLE TELEVISION CORPORATION
38629	JP	OKN NTT Communications Corporation
38631	JP	LINE LINE Corporation
38632	JP	XCON cross-connect niigata co.,ltd.
38633	JP	VCIU-NET-AS Value Core Inc.
38634	JP	DWANGO DWANGO Co.,Ltd.
38635	JP	KEIO-NET Keio University
38636	JP	DENA-NET DeNA, Co. Ltd.
38638	JP	IP-CORE Ip Core Corporation
38639	JP	HANABI NTT Communications Corporation
38640	JP	SAKURA-E SAKURA Internet Inc.
38641	JP	LEONET-AS Osaka Sangyo University
38642	JP	YOSHIZOU Yoshizou XYZ Solutions
38643	JP	U-CLOUD UNIADEX, LTD.
38644	JP	MULTIFEED INTERNET MULTIFEED CO.
38645	JP	NTTCOM-GRX NTT Communications Corporation
38646	JP	TOKYO6TO4 WIDE Project
38648	JP	F-REGI F-REGI Co.,Ltd.
38651	JP	MIXI Mixi,Inc.
38652	JP	GINZADO-NET Ginzado Co.,Ltd.
38653	JP	JAPANPOST Japan Post Holdings Co., Ltd.
38654	JP	INES-NETWORK INES Corporation.
38655	JP	SAINET-AS2 SaiNet Corporation
38656	JP	MARKETVIEWER CSK Securities Service Co.,Ltd
38657	AU	WAWB-AS-AP WAWB Pty Ltd
38658	HK	LQNET-TK-AS-AP LIQUIDNET ASIA LIMITED
38659	AU	GOLDENIT-PTY-LTD-AUSTRALIA Goldenit Pty ltdISP melbourne
38660	KR	KHNP-AS-KR KHNP
38661	KR	HCLC-AS-KR purplestones
38662	KR	JUNGWOOCOMNET-AS-KR JND Communication
38663	KR	BINET-AS-KR NICEINFOMATIONSERVICE
38664	KR	UESRI-AS-KR Ulsan education Science research institute
38665	KR	SHINDUCKPYUNG-AS-KR KCTC
38666	KR	ACT-AS-KR Actelecom
38667	KR	KAKAOBANK-AS-KR KOREA KAKAO CORP.
38668	KR	KONKUKHOSPITAL-AS-KR Konkuk University Hospital
38669	KR	CNBTV-AS-KR CJ Hello Co., Ltd.
38670	KR	CDNETWORKS-AP-AS-KR CDNetworks
38671	KR	SOIL-AS-KR S-OIL Corp., Ltd
38672	KR	KOHOMNET-AS-KR KOREA HOUSING MANAGEMENT
38673	KR	KCTVNET-AS-KR Korea Cable TV Kwangju Broadcasting
38674	KR	NLCSJEJU-AS-KR NLCS Jeju
38675	KR	AITAS-AS-KR AITAS
38676	KR	FLEXNET-AS-KR flexnetworks
38677	KR	HIPLUS-AS-KR SMHiplus Corporation
38678	KR	DAUMKAKAOKR3 Kakao Corp
38679	KR	CMBJN-AS-KR CMB Kwangju Broadcasting
38680	KR	CMBHK-AS-KR CMB
38681	KR	HANKYUNG-AS-KR The Korea Economic Daily
38682	KR	NIERNET-AS-KR National Institute of Environmental Research
38683	KR	NEC-AS-KR National Electoin Commission
38684	KR	CMBDAEJEON-AS-KR CMB Daejeon Broadcasting Co,.Ltd
38685	KR	KORDINET-AS-KR KIOST
38686	KR	KSCC-AS-KR Korea Smart Card
38687	KR	FSI-AS-KR Financial Security Institute
38688	KR	WISEN-AS-KR GSNeotek
38689	KR	YHKR3-AS-KR KR3 Service Co,.Ltd.
38690	KR	HYOSUNGITX-AS-KR HyosungITX
38691	KR	KITA-AS-KR KITA
38692	KR	JBES-AS-KR Jeonlabukdo Education Research Information Institute
38693	KR	TSNET-AS-KR Korea Transportation Safety Authority
38694	KR	CJE-AS-KR CHEONGJU NATIONAL UNIVERSITY OF EDCATION
38695	KR	BC-AS-KR bucheon university
38696	KR	KBRI-AS-KR Korea Brain Research Institute
38697	KR	MOK9882-AS-KR Hankyong National Univercity
38698	KR	UBASE-AS-KR ubase
38699	KR	FNUSBPP-AS-KR F U Credit Information
38700	KR	SMILESERV-AS-KR SMILESERV
38701	KR	PIRANHA-AS-KR Piranha Systems
38702	KR	ONSETELECOMIDC-AS-KR Sejong Telecom
38703	KR	KTB-AS-KR KTBnetwork Co., Ltd.
38704	KR	KTPOWERTEL-AS-KR KT POWERTEL
38705	KR	DACOM-AS-KR KOREA DATA
38706	KR	ASSETPLUS-AS-KR ASSETPLUS INVESTMENT MANAGEMENT Co., LTD
38707	KR	LGDACOMEBIZ-AS-KR LG Dacom
38708	KR	KOREAEXIM-AS-KR EXPORT-IMPORT BANK OF KOREA
38709	KR	JTNET-AS-KR JTNet
38710	PK	WORLDCALL-AS-LHR Worldcall Broadband Limited
38711	NZ	REANNZ-EDUCATION-NZ-AP REANNZ Education and Schools
38712	BD	TELNET-AS-BD-AP Telnet Communication Limited
38713	PK	CONNECT2B-AS-PK Broadband ISP, FTTH and Cable Service Provider
38714	AU	EVISION-AS-AP E-Vision Internet
38715	JP	TOTTORI-REGIONAL-IX-AS Regional-IX ASN Tottori pref Japan.
38716	AU	DCWEST-AS-AU-AP DC West Pty. Ltd.
38718	TH	RESERVED-CSLOXINFO-TH CSLOXINFO
38719	AU	DREAMSCAPE-AS-AP Dreamscape Networks Limited
38720	IN	MBTNET-AS-AP Tech Mahindra Limited
38722	PH	CBSP-AS-AP Conduent Business Services Philippines Inc.
38724	AU	STIHL-AU-AS-AP STIHL PTY LTD
38725	VN	HOPTHANH-AS-VN Hop Thanh JSC
38726	VN	VTCDIGICOM-AS-VN VTC DIGICOM
38727	VN	HUT-AS-VN Ha Noi University of Technology
38729	VN	KCC-AS-VN Kien Cuong International JSC
38730	VN	VIETINBANK-AS-VN VIETINBANK-
38731	VN	VTDC-AS-VN Vietel - CHT Compamy Ltd
38732	VN	CMCTELECOM-AS-VN CMC Telecom Infrastructure Company
38733	VN	CMCTELECOM-AS-VN CMC Telecom Infrastructure Company
38734	VN	VNNIC-AS-VN VNNIC Pool
38735	VN	GDS-AS-VN Global Data Service Joint Stock Company
38736	VN	VNNIC-AS-VN Vietnam Internet network information center (VNNIC)
38737	VN	VNNIC-AS-VN Vietnam Internet network information center (VNNIC)
38738	VN	LCS-AS-VN L.C.S Company.,ltd
38739	VN	VNIX-AS-VN Vietnam Internet network information center (VNNIC)
38740	BT	TASHICELL-TRANSIT-AS TashiCell Transit AS, Thimphu, Bhutan
38741	PH	HELPCENTRIC-AS-AP HelpCenter Inc.
38742	AF	AWCC-AS-AP AWCC
38743	IN	ABTINFOSYSTEM-AP ABTINFOSYSTEM PVT LTD - INTERNET DATA CENTER
38744	BD	AONB-AS-AP AlwaysOn Network Bangladesh Ltd
38746	IN	MBTNET-IN Tech Mahindra Limited
38748	NZ	VODAFONE-NZ-TEST-AP Vodafone NZ Mt Eden Test Site
38749	AU	RCOM-AS-AU RCOM International. Managed Services, VOIP. Perth Australia
38750	ID	TDS-AS-ID Telemedia Dinamika Sarana, PT
38751	ID	CERGIS-AS-ID PT Centra Global Investama
38752	ID	ARSEN-AS-ID Arsen Kusuma IndonesiaPT
38753	ID	SOLUSINDO-AS-ID Solusindo Bintang Pratama, PT
38754	ID	PRIMENET-AS-ID PRIMEDIA ARMOEKADATA INTERNET, PT.
38755	ID	BPS-AS-ID Biro Statistics
38756	ID	BKU-AS-ID PT Bintang Komunikasi Utama
38757	ID	ICONPLN-ID-AP-NAP PT INDONESIA COMNETS PLUS
38758	ID	HYPERNET-AS-ID PT. HIPERNET INDODATA
38759	ID	AIX-NAP-AS2-ID TRANSMEDIA INDONESIA, PT
38760	ID	IDNIC-MSA-AS-ID PT Media Sarana Akses
38761	ID	SPM-AS-ID PT. Sakti Putra Mandiri
38762	ID	DTPNET-AS-AP Dwi Tunggal Putra PT.
38763	ID	CYBERBINTAN-AS-ID PT. Cyber Bintan
38764	ID	POLRI-AS-ID MARKAS BESAR KEPOLISIAN REPUBLIK INDONESIA
38765	ID	ESDM-AS-ID Departemen Energi dan Sumber Daya Mineral
38766	ID	BMP-AS-ID PT. Bumi Merbabu Permai
38767	ID	IDNIC-AMSCLOUD-AS-ID PT Awan Media Semesta
38768	ID	PLATINUM-AS-ID PT. Platinum Network Indonesia
38769	ID	BITEK-AS-ID PT. Bit Technology Nusantara
38770	ID	TM-AS-ID PT. Tangara Mitrakom
38771	ID	CYBERPLUS-AS-ID PT Cyberplus Media Pratama
38772	ID	SMARTLINKNET-AS-ID PT. Smartlink Global Media.
38773	ID	CIPUTRA-AS-ID CiputraNet
38774	ID	IDNIC-ID Indonesia Network Information Center
38775	ID	IDSIRTII-AS-ID Indonesia SIRT
38776	ID	REKADATA-AS-ID PT Rekadata Pratama Medianet
38777	ID	NTT-NET-ID-BB-AS PT. NTT Indonesia
38778	ID	DWPNET-AS-ID PT. Dutakom Wibawa Putra
38779	ID	BMG-AS-ID Badan Meteorologi dan Geofisika
38780	ID	VIVA-AS-ID PT Viva Media Baru
38781	ID	MASNET-AS-ID PT. Mitra Abdi Solusi
38782	ID	MLC-AS-ID PT.Mandiri Lintas Cakrawala
38783	ID	SIMAYA-AS-ID PT. Simaya Jejaring Mandiri
38784	ID	ORBICOMNET-AS-ID PT. Global Inti Corporatama
38785	ID	BAGUSNET-AS-ID PT. BORNEO BROADBAND TECHNOLOGY
38786	ID	BENINGNET-AS-ID PT. PATTINDO
38787	ID	VIPNET-AS-EEPIS-ITS Kampus ITS Keputih Sukolilo Surabaya
38788	ID	IDNIC-ICLOUD-AS-ID PT Indonesian Cloud
38789	ID	IDNIC-DUTANET-AS-ID CV. Duta Network Nusantara
38790	AU	SPIRIT-TELECOM Spirit Telecom (Australia) Pty Ltd
38791	AU	AUTOMATON-AS-AU Automaton PTY LTD. Application Service Provider, Melbourne Australia
38792	MY	DOCOMOINTERTOUCH-SH DOCOMO interTouch - Shanghai CC
38793	NZ	NZCOMMS-AS-AP Two Degrees Mobile Limited
38794	TH	UIH-BBB-AS-AP UIH
38795	AU	CENET-AS-AP Catholic Education Network
38796	AU	AUSREGISTRY-AS AusRegistry Pty Ltd
38797	TW	CNLINK-TW-AS-AP Internet Service Provider. Taiwan
38798	SG	DOCOMOINTERTOUCH-IN DOCOMO interTouch - India Operation
38799	IN	IRCTC-IN Indian Railway Catering and Tourism Corporation Limited
38800	WS	DIGICELSAMOA-WS-AS-AP Digicel Samoa Ltd
38801	SG	DOCOMOINTERTOUCH-TH DOCOMO interTouch - Thailand Operation
38802	HK	AZURANCELIMITED-AS-AP Azurance Limited
38803	AU	GTELECOM-AUSTRALIA Gtelecom-AUSTRALIA
38804	AU	DABSERV-AS-AU-AP Dabserv Pty Ltd
38805	MN	CITINET-AS-MN-AP STXCitinet, Leading Internet & VOIP Service Provider, Ulaanbaatar, Mongolia
38806	IN	COGNIZANT-IN-AP Cognizant Technology Solutions India Pvt Ltd
38807	IN	COGNIZANT-IN-AP Cognizant Technology Solutions India Pvt Ltd
38808	PK	IMZAK-TRANSIT-AS-AP NIGSUN LIMITED - IP SERVICES
38809	AU	NXGNET-AS-AP Nextgen Networks
38810	IN	CAIRNINDIA-AS-IN CAIRNENERGY INDIA PTY LTD
38811	PH	MAGSAYSAY-AS-AP Magsaysay Maritime/Global Process Manager Inc
38812	AU	THIESS-AUS-AS-AP Thiess Pty Ltd
38813	AU	EMANTRA-AS-AP Emantra Pty Ltd
38814	HK	ASIAMAX-HK-EA-AP Asiamax Technology Limited VPN Service Provider Hong Kong
38815	TH	CLASSIC-GOLD-FUTERS-CSLOXINFO-AS-TH Classic Gold Futers Co.,Ltd.
38816	NL	QGC-AS-AP Shell Information Technology International B.V.
38817	AU	STARGATENET-AS-AU-AP Stargate Technologies.
38818	MN	YOKOUNANET-MN-AS-AP YOKOZUNANET LLC
38819	HK	HKCSL-AS-AP HKCSL GPRS NETWORK
38820	TH	TPI-POLENE-CSLOXINFO-AS CSLOXINFO
38822	PH	ACNET-AP Ayala Corporation, Conglomerate
38823	PH	CASPO-AS-AP PINC AS
38825	AU	TPP-PL-AS-AP Third Party Platform Pty Ltd
38826	AU	INFINITENETWORKS-AS-AP Infinite Networks Pty Ltd
38827	NZ	REANNZ-KRISTIN-NZ-AP REANNZ Customer - Kristin School
38829	AU	CW-AP1 Coastalwatch.
38830	AU	LEVART-AS-AU-AP Levart Distribution Systems Pty Ltd
38831	AU	RPL-SSTAR-AS-AU-AP Southern Star
38832	AU	FAIRFAXNZ-AUCK Fairfax NZ
38833	NZ	IMAGECENTRE-AS-AP Image Centre Ltd
38834	CN	NVIDIA-BANGALORE-AP NVIDIA-BANGALORE
38835	AU	VIAIP-AS-AP Via IP
38836	AU	IMCCOM-AS-AU IMC Communications P/L. Service Provider Sydney.
38837	TW	GSNET AION TECHNOLOGIES Inc.
38838	TW	KE-ING-NET-AS KE-ing CoLtd
38839	TW	TIC-AS-TW Tatung InfoComm Co., Ltd.
38840	TW	VMAXTELECOM-NET VMAX Telecom Co., Ltd
38841	TW	KBRO-AS-TW kbro CO. Ltd.
38842	TW	GMC-AS-TW Global Mobile Corp.
38843	TW	PUMO-NET PUMO NETWORK DIGITAL TECHNOLOGY CO.,LTD
38844	TW	NTNU-TW National Taiwan Normal University
38845	TW	FJU-AS-TW Fu Jen Catholic University
38846	TW	TWNIC-AS Taiwan Network Information Center
38847	TW	NCHU-AS-TW National Chung Hsing University
38848	TW	YMU-AS-TW National Yang-Ming University
38849	TW	STU-AS-TW Shu-Te University
38850	TW	TIGC-AS-TW Taiwan International Gateway Corporation
38851	TW	TNET-NET TNET Communication Inc.
38857	IN	ESOFT-TRANSIT-AS-AP e.Soft Technologies Ltd.
38858	AU	SOMERVILLE-AS-AU-AP Somerville
38859	AU	PREMIERTECH-AU Premier Technologies Pty Ltd
38860	SG	DOCOMOINTERTOUCH-HK DOCOMO interTouch - Hong Kong
38861	SG	STARHUB-INTERNET2 StarHub Ltd
38862	SG	TULLETTPREBON-AS-SG-AP TullettPrebon Singapore multihoming ISP connection AS
38863	AU	GOLDCOAST-NON-AU-AS-1 Gold Coast City Council.
38864	HK	CITIC-MOBILE-AP Citic Telecom International (Data) Limited.
38865	SG	DOCOMOINTERTOUCH-TH DOCOMO interTouch - Thailand Operation
38866	HK	MSC-HKG-AS-AP Mediterranean Shipping Company (Hong Kong) Limited
38867	PH	MICROGAMING-PH Gaming firm which wants to peer directly to different
38868	MY	UPM-AS-AP Universiti Putra Malaysia AS
38869	MN	SKYNET-AS-AP Skynetworks LLC
38870	HK	BGCP-AP BGC Partners - Hong Kong
38871	HK	INFOMOVE-HK-AP InfoMove Solutions Limited
38872	IN	ISBNET-AS-IN Indian School of Business, a world class business school, India
38873	HK	ICLP-AS-HK-AP International Customer Loyalty Programmes Limited
38874	IN	KARVY-IN-AS-HYD KARVY CONSULTANTS LTD.
38875	FM	AS38875 FSM Telecommunications Corporation
38876	AU	NAB-AS-AP National Australia Bank Limited
38877	AU	MD-WEB-HOSTING-AU-AP Netregistry Pty Ltd
38880	AU	M21-AS-AP Micron21 Datacentre Pty Ltd
38881	NZ	NZ-LOTTERIES-AS-AP NZ Lotteries Commission
38882	AU	ASN-TYCOFS-ANZ-AP Tyco Fire and Security
38883	AU	FIRENET-AS-AP FireNet Pty Ltd
38884	AU	WORKCOVER-AS-AP WorkCover Queensland
38885	PH	CONCENTRIX-TRANSIT-AS-AP Concentric Techologies Inc. Transit AS Internet Service Provider
38886	TH	GLO-AS-TH-AP The Government Lottery Office, Thailand
38887	AU	INTICON-AS-AP Inticon AS. Wholesale service provider. Australia
38888	TH	MILCOM-AS-AP Milcom Co., Ltd. Internet Service Provider Bangkok
38889	TH	ISSP-AS-AP Internet Solution & Service Provider Co., Ltd.
38891	MY	MEASAT-AS-MY Measat Transit, Measat Teleport and Broadcast Centre Cyberjaya
38892	AU	SACL-NONTRANSIT-AS-AP SYDNEY AIRPORT CORPORATION LIMITED
38894	AU	MANAGENET-AS-AU-AP manageNET Pty Ltd hosting services
38895	JP	AMAZON-AS-AP Amazon.com Tech Telecom
38896	ID	CERGIS-AS-AP PT. Centra Global Investama
38899	TH	MITRPHOLSUGAR-CSLOXINFO-AS-TH CSLOXINFO
38900	NZ	UNISON-NZ-AP Unison Networks Limited
38901	KH	EZECOM-AS-AP EZECOM limited
38902	IN	GLOBALLOGIC-IN GlobalLogic India Ltd.
38903	AU	AUSTUNITY-AS-AP Australian Unity Limited
38905	AU	CPHAPNIC-AS-AP Consolidated Press Holdings Limited
38906	NZ	OTAGOPOLY-AS-NZ-AP Otago Polytechnic.
38909	PH	ARDION-AS-AP ARLINE BERBA ESTRADA t/a ARDION LINE WEB DESIGN
38910	JP	JPMORGAN-TRANSIT-AS-JP-AP Transit AS Tokyo
38911	AU	KEYNET-AS-AP Keystart Loans Ltd
38912	RU	NEWLINES
38913	NL	INFRABLOCKS
38914	DE	TSI-MMS-MNT
38915	NL	HEERLEN-AS
38916	AL	FBD-AL-AS
38917	RU	KOMTEL-AS
38918	BG	THE-WEB-AS
38919	NL	NETREBEL
38920	TR	TURKLANDBANK-
38921	PL	ITAKA-AS
38922	RU	WILAND-AS
38923	PL	TELSAT-AS
38924	BG	AS-TRAKIACABLE
38925	DE	DAC-AS
